年齡,工作,婚姻,學歷,聯絡方式,最後聯絡時間,聯絡次數,消費價格指數,消費信心指數,訂購
45.0,藍領,已婚,小學,手機,224.0,2,92.89299999999999,-46.2,一次
38.0,藍領,已婚,專科,市話,112.0,3,94.465,-41.8,頻繁
28.0,學生,單身,高中,市話,12.0,3,93.91799999999999,-42.7,頻繁
39.0,藍領,已婚,高中,市話,314.0,2,94.465,-41.8,頻繁
40.0,藍領,已婚,國中,市話,82.0,4,93.994,-36.4,一次
51.0,自僱人士,已婚,高中,手機,43.0,2,92.89299999999999,-46.2,偶爾
44.0,經理,離婚,大學,手機,79.0,3,92.89299999999999,-46.2,偶爾
33.0,技術員,已婚,專科,手機,17.0,1,92.89299999999999,-46.2,頻繁
39.0,自僱人士,已婚,大學,市話,123.0,5,94.465,-41.8,頻繁
58.0,主管,離婚,大學,手機,97.0,6,93.91799999999999,-42.7,一次
58.0,退休,已婚,小學,市話,164.0,1,94.465,-41.8,偶爾
28.0,藍領,單身,國中,市話,663.0,3,93.994,-36.4,從未
27.0,經理,已婚,大學,手機,444.0,1,93.075,-47.1,從未
25.0,家管,單身,高中,手機,1156.0,1,93.91799999999999,-42.7,一次
40.0,藍領,已婚,國中,市話,405.0,1,93.994,-36.4,一次
41.0,自僱人士,已婚,大學,手機,135.0,3,93.444,-36.1,頻繁
30.0,服務業,已婚,高中,市話,151.0,3,94.465,-41.8,偶爾
41.0,藍領,已婚,國中,手機,343.0,2,93.075,-47.1,頻繁
39.0,技術員,單身,專科,手機,115.0,1,92.89299999999999,-46.2,從未
37.0,技術員,已婚,專科,手機,400.0,1,93.2,-42.0,從未
25.0,自僱人士,單身,大學,手機,169.0,2,92.20100000000001,-31.4,一次
58.0,經理,離婚,大學,市話,415.0,7,93.994,-36.4,從未
29.0,主管,單身,大學,市話,71.0,1,94.465,-41.8,偶爾
32.0,企業家,已婚,小學,手機,183.0,2,92.963,-40.8,從未
37.0,自僱人士,已婚,國中,市話,166.0,2,93.994,-36.4,一次
51.0,服務業,已婚,高中,市話,94.0,2,93.994,-36.4,一次
46.0,藍領,已婚,國中,手機,119.0,1,93.2,-42.0,偶爾
58.0,藍領,已婚,國中,手機,306.0,7,93.91799999999999,-42.7,從未
50.0,經理,已婚,大學,手機,143.0,4,93.075,-47.1,一次
20.0,服務業,單身,未知,手機,150.0,3,93.369,-34.8,一次
33.0,主管,單身,高中,手機,1088.0,3,92.20100000000001,-31.4,頻繁
43.0,經理,已婚,大學,手機,48.0,2,93.075,-47.1,偶爾
45.0,技術員,離婚,未知,手機,134.0,1,93.91799999999999,-42.7,偶爾
47.0,經理,已婚,大學,手機,20.0,1,93.444,-36.1,偶爾
35.0,退休,已婚,專科,市話,97.0,2,93.994,-36.4,偶爾
42.0,經理,離婚,高中,手機,163.0,1,92.89299999999999,-46.2,從未
59.0,退休,已婚,未知,手機,79.0,1,93.444,-36.1,偶爾
29.0,技術員,已婚,高中,手機,321.0,1,93.91799999999999,-42.7,一次
51.0,自僱人士,已婚,小學,手機,189.0,1,93.2,-42.0,從未
32.0,服務業,單身,國中,市話,1205.0,1,93.994,-36.4,偶爾
42.0,藍領,已婚,未知,市話,264.0,1,93.994,-36.4,從未
52.0,經理,已婚,大學,市話,311.0,1,93.994,-36.4,從未
57.0,退休,已婚,小學,市話,74.0,1,94.465,-41.8,從未
38.0,藍領,已婚,國中,市話,221.0,2,93.994,-36.4,一次
59.0,退休,已婚,大學,手機,108.0,2,93.91799999999999,-42.7,一次
39.0,主管,單身,高中,市話,98.0,1,94.465,-41.8,偶爾
54.0,退休,離婚,專科,市話,241.0,3,93.994,-36.4,一次
49.0,藍領,已婚,國中,手機,76.0,1,93.91799999999999,-42.7,頻繁
31.0,企業家,單身,國中,市話,232.0,4,93.994,-36.4,頻繁
38.0,經理,已婚,大學,市話,197.0,3,94.465,-41.8,從未
39.0,技術員,單身,專科,市話,820.0,1,94.465,-41.8,偶爾
45.0,主管,離婚,高中,手機,567.0,1,93.2,-42.0,從未
31.0,藍領,已婚,國中,市話,535.0,2,93.994,-36.4,頻繁
43.0,主管,單身,大學,手機,62.0,5,93.444,-36.1,偶爾
30.0,無業,已婚,專科,手機,194.0,1,92.963,-40.8,偶爾
45.0,主管,單身,大學,手機,133.0,3,92.649,-30.1,頻繁
38.0,經理,已婚,大學,手機,486.0,5,92.469,-33.6,一次
35.0,服務業,已婚,國中,市話,70.0,6,93.994,-36.4,偶爾
57.0,退休,已婚,專科,手機,166.0,2,92.963,-40.8,偶爾
58.0,經理,已婚,國中,市話,29.0,1,93.994,-36.4,一次
39.0,自僱人士,已婚,大學,手機,178.0,1,93.91799999999999,-42.7,偶爾
40.0,自僱人士,已婚,大學,市話,63.0,3,93.994,-36.4,從未
41.0,經理,已婚,高中,手機,85.0,1,92.89299999999999,-46.2,頻繁
38.0,技術員,單身,專科,市話,121.0,1,93.994,-36.4,偶爾
58.0,藍領,已婚,國中,手機,127.0,1,93.444,-36.1,從未
36.0,經理,已婚,大學,市話,488.0,1,93.994,-36.4,一次
35.0,主管,已婚,大學,手機,28.0,10,93.444,-36.1,頻繁
33.0,主管,已婚,未知,市話,108.0,4,93.994,-36.4,一次
32.0,技術員,單身,專科,手機,152.0,5,92.89299999999999,-46.2,一次
44.0,經理,已婚,大學,市話,93.0,8,93.994,-36.4,從未
54.0,退休,離婚,小學,手機,498.0,1,93.91799999999999,-42.7,頻繁
24.0,藍領,單身,國中,手機,471.0,2,93.91799999999999,-42.7,從未
49.0,主管,離婚,高中,市話,132.0,1,93.994,-36.4,偶爾
34.0,技術員,單身,大學,手機,38.0,1,93.444,-36.1,頻繁
35.0,主管,已婚,高中,手機,1336.0,4,93.91799999999999,-42.7,偶爾
37.0,主管,單身,大學,手機,103.0,3,93.444,-36.1,從未
33.0,主管,單身,大學,手機,400.0,1,94.601,-49.5,一次
29.0,自僱人士,已婚,大學,手機,94.0,1,92.89299999999999,-46.2,頻繁
30.0,主管,已婚,大學,市話,182.0,1,93.994,-36.4,偶爾
39.0,經理,已婚,大學,市話,47.0,1,94.465,-41.8,從未
25.0,學生,單身,高中,手機,160.0,2,92.89299999999999,-46.2,頻繁
37.0,藍領,已婚,國中,市話,376.0,3,93.994,-36.4,頻繁
44.0,主管,已婚,高中,市話,130.0,2,93.994,-36.4,從未
33.0,主管,已婚,高中,手機,134.0,1,93.91799999999999,-42.7,一次
45.0,藍領,已婚,國中,手機,151.0,10,93.91799999999999,-42.7,一次
36.0,主管,已婚,大學,手機,196.0,1,93.876,-40.0,從未
47.0,技術員,離婚,高中,手機,87.0,3,93.444,-36.1,偶爾
28.0,學生,單身,高中,手機,319.0,3,93.075,-47.1,偶爾
25.0,藍領,單身,高中,手機,338.0,3,92.89299999999999,-46.2,偶爾
39.0,企業家,離婚,高中,市話,225.0,1,93.994,-36.4,頻繁
54.0,退休,離婚,專科,市話,242.0,6,93.994,-36.4,一次
44.0,藍領,已婚,專科,市話,63.0,1,94.465,-41.8,偶爾
44.0,藍領,已婚,小學,手機,94.0,1,92.89299999999999,-46.2,偶爾
20.0,學生,單身,未知,手機,187.0,1,94.601,-49.5,從未
33.0,主管,單身,大學,手機,95.0,3,92.89299999999999,-46.2,偶爾
38.0,技術員,單身,專科,手機,76.0,1,93.2,-42.0,偶爾
52.0,退休,離婚,大學,手機,427.0,1,92.20100000000001,-31.4,從未
52.0,藍領,已婚,國中,手機,211.0,2,93.91799999999999,-42.7,從未
25.0,主管,單身,高中,手機,173.0,6,92.89299999999999,-46.2,一次
32.0,技術員,單身,專科,手機,71.0,2,93.444,-36.1,從未
47.0,經理,已婚,大學,手機,352.0,1,92.963,-40.8,從未
54.0,自僱人士,已婚,大學,手機,219.0,3,94.601,-49.5,一次
54.0,退休,單身,高中,手機,577.0,3,93.91799999999999,-42.7,偶爾
21.0,服務業,單身,未知,市話,28.0,1,94.027,-38.3,從未
41.0,技術員,單身,大學,手機,59.0,4,92.89299999999999,-46.2,頻繁
47.0,服務業,已婚,高中,市話,548.0,8,94.465,-41.8,頻繁
22.0,藍領,單身,國中,手機,106.0,1,93.91799999999999,-42.7,一次
30.0,主管,單身,大學,手機,613.0,3,93.91799999999999,-42.7,從未
50.0,退休,已婚,小學,手機,236.0,1,93.91799999999999,-42.7,頻繁
49.0,主管,離婚,大學,手機,124.0,5,92.89299999999999,-46.2,一次
40.0,藍領,已婚,國中,市話,133.0,2,93.994,-36.4,一次
38.0,藍領,離婚,未知,市話,278.0,1,94.465,-41.8,頻繁
28.0,主管,單身,大學,手機,280.0,1,93.075,-47.1,頻繁
33.0,無業,單身,國中,市話,5.0,1,94.027,-38.3,偶爾
54.0,技術員,已婚,專科,市話,80.0,6,94.465,-41.8,從未
31.0,藍領,已婚,國中,手機,656.0,3,93.91799999999999,-42.7,頻繁
63.0,退休,離婚,小學,手機,153.0,2,92.20100000000001,-31.4,頻繁
28.0,藍領,單身,高中,市話,149.0,7,93.994,-36.4,一次
49.0,企業家,已婚,大學,市話,379.0,17,93.994,-36.4,一次
54.0,退休,已婚,高中,手機,121.0,3,93.2,-42.0,偶爾
52.0,藍領,已婚,未知,市話,215.0,3,94.465,-41.8,從未
32.0,藍領,單身,大學,手機,242.0,2,93.2,-42.0,偶爾
54.0,主管,已婚,大學,手機,235.0,2,93.075,-47.1,一次
26.0,服務業,單身,國中,市話,22.0,2,93.994,-36.4,頻繁
46.0,主管,單身,大學,手機,413.0,5,92.469,-33.6,偶爾
40.0,技術員,已婚,專科,手機,32.0,5,92.89299999999999,-46.2,從未
42.0,無業,已婚,專科,市話,88.0,2,94.465,-41.8,一次
42.0,藍領,已婚,小學,市話,105.0,1,93.994,-36.4,從未
34.0,藍領,已婚,國中,手機,500.0,1,93.2,-42.0,偶爾
32.0,技術員,單身,專科,手機,295.0,1,93.2,-42.0,一次
31.0,家管,已婚,小學,手機,172.0,5,93.444,-36.1,從未
39.0,技術員,單身,大學,手機,333.0,4,93.91799999999999,-42.7,一次
38.0,自僱人士,單身,國中,市話,375.0,5,94.465,-41.8,偶爾
35.0,主管,已婚,大學,手機,349.0,1,92.20100000000001,-31.4,偶爾
34.0,技術員,已婚,大學,手機,101.0,1,93.444,-36.1,頻繁
44.0,技術員,離婚,專科,市話,112.0,1,94.465,-41.8,頻繁
35.0,經理,已婚,大學,手機,150.0,3,94.055,-39.8,頻繁
25.0,家管,單身,國中,手機,898.0,5,93.91799999999999,-42.7,頻繁
33.0,藍領,已婚,專科,手機,669.0,1,92.89299999999999,-46.2,頻繁
31.0,學生,單身,大學,手機,279.0,4,94.027,-38.3,從未
29.0,藍領,已婚,小學,手機,140.0,2,92.89299999999999,-46.2,一次
38.0,藍領,已婚,國中,市話,167.0,2,94.465,-41.8,一次
37.0,藍領,已婚,專科,市話,160.0,6,93.994,-36.4,偶爾
53.0,服務業,已婚,高中,市話,9.0,9,92.89299999999999,-46.2,一次
37.0,藍領,離婚,國中,市話,339.0,2,94.465,-41.8,從未
48.0,主管,已婚,高中,市話,65.0,3,94.465,-41.8,頻繁
48.0,主管,已婚,專科,手機,265.0,1,93.444,-36.1,頻繁
60.0,退休,離婚,小學,手機,600.0,1,93.91799999999999,-42.7,頻繁
41.0,主管,離婚,大學,市話,233.0,4,93.2,-42.0,一次
33.0,服務業,已婚,專科,市話,5.0,1,94.199,-37.5,從未
52.0,自僱人士,已婚,大學,手機,295.0,1,93.444,-36.1,一次
55.0,藍領,已婚,國中,市話,361.0,10,93.444,-36.1,頻繁
51.0,企業家,已婚,國中,手機,92.0,15,93.91799999999999,-42.7,偶爾
40.0,技術員,已婚,專科,手機,175.0,1,93.91799999999999,-42.7,頻繁
40.0,經理,離婚,大學,手機,342.0,2,92.89299999999999,-46.2,從未
23.0,藍領,單身,小學,市話,287.0,1,93.075,-47.1,偶爾
33.0,藍領,單身,小學,市話,172.0,1,93.994,-36.4,從未
41.0,藍領,已婚,國中,市話,120.0,1,93.994,-36.4,一次
27.0,主管,單身,大學,手機,242.0,1,94.601,-49.5,一次
22.0,服務業,單身,高中,手機,699.0,2,93.749,-34.6,從未
37.0,主管,單身,高中,手機,316.0,2,93.91799999999999,-42.7,頻繁
31.0,藍領,單身,國中,手機,37.0,3,92.89299999999999,-46.2,一次
34.0,主管,單身,大學,手機,134.0,2,92.89299999999999,-46.2,從未
27.0,藍領,已婚,大學,市話,10.0,19,94.465,-41.8,頻繁
26.0,主管,單身,高中,手機,251.0,1,94.215,-40.3,從未
46.0,主管,已婚,大學,手機,445.0,3,92.20100000000001,-31.4,一次
64.0,技術員,已婚,專科,手機,65.0,2,93.075,-47.1,一次
33.0,主管,單身,大學,市話,161.0,1,93.91799999999999,-42.7,頻繁
27.0,無業,單身,大學,手機,143.0,1,93.91799999999999,-42.7,偶爾
39.0,藍領,已婚,小學,市話,204.0,2,93.91799999999999,-42.7,一次
56.0,企業家,離婚,大學,市話,311.0,1,94.465,-41.8,頻繁
28.0,主管,單身,大學,市話,310.0,2,93.91799999999999,-42.7,一次
31.0,主管,離婚,高中,市話,267.0,4,93.994,-36.4,從未
83.0,退休,已婚,國中,手機,74.0,1,92.89299999999999,-46.2,從未
43.0,藍領,已婚,高中,市話,671.0,3,93.994,-36.4,偶爾
32.0,主管,已婚,大學,手機,223.0,1,92.431,-26.9,頻繁
52.0,經理,離婚,大學,市話,355.0,2,93.994,-36.4,一次
36.0,家管,已婚,小學,手機,73.0,2,93.444,-36.1,偶爾
49.0,企業家,已婚,小學,市話,222.0,2,93.994,-36.4,從未
37.0,自僱人士,單身,國中,手機,82.0,2,92.89299999999999,-46.2,偶爾
45.0,主管,已婚,高中,手機,1293.0,4,93.444,-36.1,偶爾
54.0,主管,已婚,大學,手機,174.0,5,93.444,-36.1,一次
32.0,技術員,已婚,專科,手機,158.0,2,92.89299999999999,-46.2,頻繁
37.0,技術員,單身,專科,市話,43.0,2,94.465,-41.8,一次
34.0,藍領,已婚,國中,手機,196.0,2,93.91799999999999,-42.7,頻繁
43.0,企業家,已婚,專科,手機,56.0,2,93.444,-36.1,一次
31.0,學生,單身,未知,手機,306.0,2,94.027,-38.3,頻繁
53.0,自僱人士,已婚,大學,手機,528.0,1,93.2,-42.0,一次
53.0,藍領,已婚,國中,手機,241.0,1,93.444,-36.1,偶爾
33.0,主管,已婚,大學,手機,62.0,4,93.444,-36.1,偶爾
54.0,家管,已婚,小學,市話,68.0,1,94.465,-41.8,頻繁
36.0,主管,單身,大學,市話,126.0,1,93.994,-36.4,一次
53.0,藍領,已婚,國中,市話,130.0,2,93.994,-36.4,偶爾
29.0,技術員,已婚,大學,市話,182.0,5,93.994,-36.4,頻繁
42.0,藍領,離婚,小學,市話,273.0,1,93.994,-36.4,頻繁
40.0,技術員,已婚,專科,手機,130.0,1,93.2,-42.0,一次
36.0,技術員,已婚,專科,市話,188.0,2,93.994,-36.4,偶爾
38.0,技術員,單身,大學,市話,72.0,1,94.465,-41.8,一次
28.0,主管,單身,高中,手機,143.0,2,92.84299999999999,-50.0,從未
52.0,技術員,已婚,高中,市話,355.0,1,93.994,-36.4,偶爾
39.0,主管,單身,未知,市話,219.0,4,93.994,-36.4,一次
38.0,技術員,已婚,專科,手機,92.0,1,92.84299999999999,-50.0,從未
47.0,自僱人士,已婚,國中,手機,146.0,1,93.444,-36.1,一次
53.0,企業家,離婚,大學,市話,247.0,1,93.2,-42.0,從未
31.0,藍領,單身,國中,市話,732.0,2,93.994,-36.4,頻繁
30.0,技術員,單身,專科,市話,84.0,4,93.994,-36.4,偶爾
40.0,經理,已婚,高中,手機,7.0,4,93.2,-42.0,偶爾
48.0,服務業,單身,高中,市話,196.0,2,93.994,-36.4,從未
27.0,技術員,單身,專科,手機,285.0,1,92.89299999999999,-46.2,偶爾
22.0,技術員,單身,專科,手機,122.0,1,94.027,-38.3,從未
24.0,主管,單身,專科,市話,233.0,1,94.465,-41.8,偶爾
46.0,自僱人士,已婚,專科,市話,174.0,2,94.465,-41.8,偶爾
34.0,未知,已婚,國中,手機,713.0,1,93.444,-36.1,一次
26.0,服務業,單身,高中,手機,177.0,1,93.075,-47.1,一次
35.0,藍領,單身,專科,手機,51.0,1,93.2,-42.0,偶爾
72.0,退休,已婚,小學,手機,230.0,1,92.37899999999999,-29.8,一次
35.0,主管,已婚,大學,手機,631.0,2,93.2,-42.0,頻繁
52.0,主管,已婚,高中,手機,80.0,1,93.444,-36.1,從未
32.0,主管,單身,大學,手機,990.0,4,94.199,-37.5,偶爾
32.0,技術員,單身,專科,手機,52.0,5,93.91799999999999,-42.7,一次
29.0,技術員,已婚,專科,手機,94.0,1,93.444,-36.1,一次
43.0,技術員,單身,高中,手機,610.0,1,92.89299999999999,-46.2,偶爾
24.0,藍領,單身,高中,手機,51.0,2,93.91799999999999,-42.7,頻繁
33.0,主管,已婚,大學,手機,24.0,10,93.444,-36.1,從未
47.0,自僱人士,已婚,大學,手機,146.0,7,93.444,-36.1,一次
59.0,退休,已婚,專科,手機,136.0,1,92.963,-40.8,一次
54.0,主管,單身,大學,手機,337.0,1,92.89299999999999,-46.2,一次
36.0,主管,已婚,大學,手機,295.0,1,93.444,-36.1,一次
53.0,服務業,離婚,大學,市話,22.0,16,93.994,-36.4,從未
37.0,主管,已婚,高中,市話,21.0,1,94.465,-41.8,偶爾
34.0,主管,已婚,大學,手機,147.0,3,93.444,-36.1,偶爾
34.0,技術員,已婚,國中,手機,126.0,2,92.649,-30.1,偶爾
50.0,藍領,離婚,小學,市話,241.0,3,94.465,-41.8,從未
49.0,藍領,已婚,國中,市話,95.0,1,93.994,-36.4,偶爾
31.0,藍領,已婚,小學,手機,210.0,2,92.89299999999999,-46.2,頻繁
29.0,技術員,單身,專科,手機,199.0,1,93.444,-36.1,從未
45.0,藍領,單身,小學,手機,223.0,1,92.89299999999999,-46.2,偶爾
51.0,服務業,已婚,高中,市話,267.0,1,94.465,-41.8,一次
48.0,服務業,離婚,高中,手機,200.0,2,93.91799999999999,-42.7,一次
43.0,主管,已婚,高中,市話,164.0,2,93.994,-36.4,頻繁
31.0,技術員,已婚,大學,手機,214.0,1,93.444,-36.1,從未
32.0,藍領,已婚,小學,手機,265.0,7,92.89299999999999,-46.2,一次
41.0,技術員,已婚,專科,手機,539.0,1,93.91799999999999,-42.7,偶爾
37.0,藍領,已婚,國中,手機,93.0,1,92.431,-26.9,一次
57.0,家管,已婚,小學,手機,216.0,1,93.2,-42.0,偶爾
34.0,技術員,單身,國中,市話,23.0,1,94.215,-40.3,從未
36.0,學生,離婚,大學,手機,125.0,5,93.91799999999999,-42.7,偶爾
39.0,藍領,已婚,國中,市話,338.0,2,93.994,-36.4,偶爾
52.0,企業家,已婚,國中,市話,267.0,4,93.994,-36.4,從未
54.0,技術員,已婚,大學,市話,265.0,4,92.89299999999999,-46.2,偶爾
35.0,藍領,已婚,小學,手機,56.0,1,93.91799999999999,-42.7,偶爾
23.0,主管,已婚,高中,手機,7.0,5,92.89299999999999,-46.2,一次
48.0,藍領,單身,國中,手機,297.0,3,93.91799999999999,-42.7,頻繁
29.0,主管,單身,高中,市話,36.0,6,92.89299999999999,-46.2,一次
20.0,學生,單身,高中,手機,74.0,1,92.469,-33.6,從未
69.0,退休,已婚,高中,手機,346.0,3,92.37899999999999,-29.8,偶爾
34.0,技術員,已婚,專科,市話,389.0,7,93.91799999999999,-42.7,頻繁
39.0,企業家,已婚,國中,市話,107.0,2,93.994,-36.4,頻繁
35.0,主管,單身,大學,手機,334.0,2,93.075,-47.1,頻繁
37.0,藍領,離婚,國中,手機,383.0,1,93.91799999999999,-42.7,從未
33.0,藍領,已婚,國中,手機,139.0,2,92.89299999999999,-46.2,從未
42.0,經理,已婚,國中,手機,84.0,3,92.37899999999999,-29.8,一次
26.0,技術員,單身,專科,手機,588.0,3,94.215,-40.3,一次
35.0,服務業,單身,高中,市話,187.0,3,93.369,-34.8,頻繁
42.0,藍領,已婚,高中,手機,148.0,1,92.469,-33.6,一次
31.0,主管,離婚,高中,手機,145.0,1,92.89299999999999,-46.2,頻繁
28.0,技術員,已婚,國中,手機,153.0,1,92.89299999999999,-46.2,一次
38.0,技術員,已婚,大學,手機,121.0,1,92.89299999999999,-46.2,一次
53.0,經理,已婚,大學,市話,128.0,3,93.91799999999999,-42.7,從未
38.0,主管,離婚,大學,市話,464.0,1,94.465,-41.8,從未
53.0,主管,離婚,大學,手機,506.0,1,93.444,-36.1,一次
46.0,家管,已婚,小學,市話,166.0,1,94.465,-41.8,偶爾
52.0,企業家,已婚,大學,市話,60.0,3,94.465,-41.8,頻繁
45.0,服務業,已婚,高中,手機,79.0,1,93.075,-47.1,從未
29.0,技術員,單身,大學,市話,420.0,1,93.994,-36.4,從未
37.0,主管,已婚,大學,手機,75.0,3,93.91799999999999,-42.7,偶爾
37.0,主管,已婚,大學,手機,131.0,1,93.444,-36.1,從未
50.0,家管,離婚,高中,手機,136.0,2,93.2,-42.0,一次
33.0,藍領,已婚,高中,市話,283.0,1,94.465,-41.8,從未
35.0,服務業,單身,國中,手機,102.0,5,93.91799999999999,-42.7,頻繁
39.0,技術員,單身,高中,手機,12.0,5,92.89299999999999,-46.2,頻繁
45.0,經理,已婚,大學,市話,255.0,3,93.994,-36.4,頻繁
48.0,經理,已婚,大學,手機,52.0,3,93.2,-42.0,偶爾
29.0,藍領,已婚,國中,手機,138.0,4,93.91799999999999,-42.7,一次
33.0,主管,單身,高中,手機,30.0,1,92.89299999999999,-46.2,頻繁
35.0,藍領,單身,國中,手機,48.0,1,93.91799999999999,-42.7,頻繁
34.0,服務業,已婚,高中,手機,95.0,8,93.91799999999999,-42.7,一次
41.0,藍領,單身,小學,手機,426.0,1,92.89299999999999,-46.2,從未
33.0,無業,單身,大學,手機,153.0,1,93.2,-42.0,頻繁
43.0,經理,已婚,未知,市話,204.0,2,93.994,-36.4,頻繁
51.0,主管,已婚,大學,手機,112.0,7,93.444,-36.1,偶爾
26.0,藍領,已婚,高中,手機,49.0,1,93.91799999999999,-42.7,一次
27.0,主管,單身,大學,手機,331.0,1,92.963,-40.8,從未
36.0,經理,已婚,大學,手機,84.0,1,93.2,-42.0,頻繁
50.0,主管,單身,大學,手機,102.0,1,93.91799999999999,-42.7,一次
37.0,藍領,已婚,國中,手機,210.0,1,92.89299999999999,-46.2,偶爾
55.0,主管,已婚,高中,市話,339.0,1,93.994,-36.4,頻繁
36.0,服務業,單身,國中,市話,1222.0,5,93.994,-36.4,偶爾
36.0,藍領,單身,高中,市話,275.0,1,94.465,-41.8,頻繁
78.0,退休,已婚,小學,市話,137.0,2,93.075,-47.1,一次
32.0,主管,離婚,高中,手機,633.0,1,92.89299999999999,-46.2,頻繁
41.0,主管,離婚,大學,手機,498.0,2,93.369,-34.8,偶爾
34.0,主管,已婚,高中,手機,228.0,5,93.444,-36.1,偶爾
21.0,自僱人士,單身,大學,手機,345.0,1,93.075,-47.1,頻繁
50.0,企業家,已婚,專科,手機,184.0,1,93.444,-36.1,一次
33.0,藍領,已婚,國中,市話,176.0,3,93.994,-36.4,從未
52.0,自僱人士,已婚,大學,市話,32.0,1,94.055,-39.8,偶爾
47.0,主管,已婚,大學,市話,155.0,1,93.994,-36.4,從未
32.0,主管,已婚,大學,手機,361.0,1,93.075,-47.1,一次
31.0,藍領,單身,國中,市話,409.0,1,94.465,-41.8,頻繁
41.0,自僱人士,已婚,高中,市話,237.0,1,93.994,-36.4,一次
34.0,主管,單身,大學,手機,285.0,3,93.444,-36.1,一次
37.0,藍領,已婚,專科,手機,68.0,1,92.89299999999999,-46.2,頻繁
45.0,藍領,已婚,國中,手機,432.0,2,93.2,-42.0,頻繁
33.0,主管,離婚,大學,手機,55.0,2,93.444,-36.1,頻繁
44.0,藍領,已婚,國中,市話,344.0,1,93.994,-36.4,偶爾
58.0,主管,已婚,高中,手機,104.0,6,93.91799999999999,-42.7,從未
40.0,自僱人士,已婚,大學,手機,144.0,2,93.444,-36.1,偶爾
32.0,企業家,已婚,大學,手機,73.0,3,93.2,-42.0,從未
44.0,服務業,已婚,國中,市話,162.0,2,94.465,-41.8,一次
41.0,自僱人士,已婚,大學,市話,442.0,2,93.994,-36.4,偶爾
32.0,技術員,單身,專科,市話,79.0,1,93.994,-36.4,頻繁
35.0,技術員,已婚,大學,市話,114.0,1,94.465,-41.8,偶爾
48.0,主管,離婚,大學,手機,96.0,3,93.2,-42.0,偶爾
46.0,藍領,已婚,國中,手機,500.0,5,93.91799999999999,-42.7,偶爾
32.0,主管,單身,大學,手機,74.0,1,93.2,-42.0,從未
43.0,藍領,已婚,國中,市話,151.0,6,94.465,-41.8,從未
38.0,藍領,離婚,國中,手機,706.0,2,93.91799999999999,-42.7,偶爾
26.0,藍領,單身,國中,市話,145.0,2,93.994,-36.4,頻繁
25.0,服務業,離婚,高中,市話,72.0,2,93.994,-36.4,一次
44.0,自僱人士,已婚,專科,市話,47.0,2,93.2,-42.0,從未
44.0,主管,已婚,高中,手機,327.0,2,93.91799999999999,-42.7,一次
41.0,服務業,已婚,高中,市話,59.0,4,93.994,-36.4,頻繁
30.0,主管,單身,大學,手機,171.0,1,93.2,-42.0,一次
53.0,服務業,已婚,高中,市話,108.0,1,94.465,-41.8,偶爾
29.0,主管,單身,大學,手機,124.0,1,93.444,-36.1,從未
29.0,主管,單身,大學,手機,307.0,1,92.20100000000001,-31.4,頻繁
29.0,服務業,已婚,高中,市話,200.0,2,94.465,-41.8,一次
36.0,技術員,單身,大學,手機,307.0,2,92.89299999999999,-46.2,頻繁
50.0,藍領,已婚,小學,手機,193.0,5,93.444,-36.1,偶爾
31.0,技術員,單身,大學,手機,171.0,2,93.2,-42.0,偶爾
42.0,主管,已婚,高中,手機,406.0,5,92.89299999999999,-46.2,從未
46.0,企業家,離婚,大學,市話,127.0,1,93.994,-36.4,偶爾
46.0,技術員,已婚,國中,市話,1135.0,2,93.994,-36.4,頻繁
25.0,藍領,單身,小學,市話,149.0,3,93.994,-36.4,偶爾
50.0,服務業,單身,小學,市話,514.0,3,94.465,-41.8,偶爾
33.0,主管,已婚,大學,手機,489.0,2,93.2,-42.0,一次
39.0,經理,已婚,大學,市話,496.0,3,93.994,-36.4,一次
26.0,服務業,離婚,國中,市話,81.0,8,93.994,-36.4,偶爾
49.0,主管,離婚,高中,手機,81.0,2,93.91799999999999,-42.7,頻繁
45.0,退休,已婚,小學,手機,390.0,1,93.91799999999999,-42.7,從未
44.0,主管,已婚,高中,手機,111.0,4,92.89299999999999,-46.2,一次
25.0,自僱人士,單身,未知,手機,844.0,5,94.215,-40.3,從未
51.0,主管,單身,大學,市話,120.0,7,93.994,-36.4,一次
45.0,藍領,已婚,國中,市話,124.0,1,94.465,-41.8,一次
30.0,主管,單身,大學,手機,224.0,1,92.963,-40.8,從未
32.0,藍領,已婚,國中,手機,29.0,3,92.89299999999999,-46.2,從未
56.0,藍領,已婚,國中,手機,520.0,1,92.89299999999999,-46.2,從未
31.0,主管,單身,高中,手機,398.0,1,93.075,-47.1,偶爾
42.0,技術員,離婚,專科,手機,200.0,1,93.2,-42.0,偶爾
28.0,無業,已婚,專科,手機,276.0,2,92.20100000000001,-31.4,偶爾
30.0,藍領,已婚,小學,手機,209.0,3,93.2,-42.0,一次
29.0,主管,單身,大學,手機,140.0,1,93.444,-36.1,偶爾
42.0,主管,單身,高中,手機,209.0,1,94.199,-37.5,從未
35.0,服務業,單身,高中,手機,198.0,1,92.89299999999999,-46.2,偶爾
41.0,服務業,已婚,高中,手機,67.0,2,92.89299999999999,-46.2,偶爾
43.0,主管,單身,高中,市話,171.0,5,93.994,-36.4,一次
42.0,無業,已婚,未知,手機,175.0,4,92.20100000000001,-31.4,頻繁
34.0,藍領,單身,小學,手機,93.0,2,92.89299999999999,-46.2,頻繁
